gvkey,datadate,fyear,indfmt,consol,popsrc,datafmt,tic,curcd,act,at,ceq,cogs,csho,invt,lct,lt,ni,re,revt,costat,prcc_c
008599,20210331,2020,INDL,C,D,STD,AGYS,USD,133.2500,189.8730,79.8760,47.8000,24.0110,1.1770,61.0010,74.5380,-21.0010,35.4150,137.1760,A,38.3800
008606,20211231,2021,INDL,C,D,STD,PBI,USD,1892.0530,4958.8710,112.6320,2388.7040,174.7310,78.5880,1727.9400,4846.2390,-1.3510,4388.9580,3673.5610,A,6.6300
008692,20211231,2021,INDL,C,D,STD,PCH,USD,421.1780,2535.2150,1526.1330,640.2130,69.0640,72.3690,126.1790,1009.0820,423.8600,-324.1480,1337.4350,A,60.2200
008762,20210630,2021,INDL,C,D,STD,PG,USD,23091.0000,119307.0000,46514.0000,34239.0000,2429.7060,5983.0000,33132.0000,72653.0000,14306.0000,92630.0000,76118.0000,A,163.5800
008807,20211231,2021,INDL,C,D,STD,PNM,USD,324.6000,8666.8850,2167.5240,1173.1050,85.8350,65.0610,664.2130,6432.4270,196.3570,738.2670,1779.8730,A,45.6100
008810,20211231,2021,INDL,C,D,STD,PEG,USD,6250.0000,48999.0000,14438.0000,9362.0000,504.0000,744.0000,7072.0000,34561.0000,-648.0000,10289.0000,9722.0000,A,66.7300
008823,20211231,2021,INDL,C,D,STD,PHM,USD,,13352.6310,7489.5150,10103.2920,249.3260,10428.9060,,5863.1160,1946.3200,4196.2310,13926.8820,A,57.1600
008826,20210831,2021,INDL,C,D,STD,PCYO,USD,38.7150,117.1770,102.7400,4.9450,23.9170,0.6080,12.4600,14.1120,20.1100,-70.8530,17.6100,A,14.6000
008832,20210131,2020,INDL,C,D,STD,AGX,USD,546.2200,602.6300,320.6670,325.5200,15.7030,0.0000,276.0870,280.2220,23.8510,165.0290,392.2060,A,44.4900
008850,20211231,2021,INDL,C,D,STD,KWR,USD,920.2540,2955.7600,1387.2940,1139.0670,17.8970,264.5310,430.4670,1567.8380,121.3690,452.3440,1761.1580,A,230.7800
008898,20210930,2021,INDL,C,D,STD,RJF,USD,,61891.0000,8245.0000,7718.0000,205.7390,9282.0000,,53588.0000,1403.0000,7592.0000,9910.0000,A,100.4000
008901,20211231,2021,INDL,C,D,STD,RES,USD,492.0100,864.3650,641.7910,662.2620,215.6290,78.9830,130.8490,222.5740,7.2170,620.2280,864.9290,A,4.5400
008902,20210531,2020,INDL,C,D,STD,RPM,USD,2782.0040,6252.9690,1741.0640,3554.1050,129.5730,938.0950,1331.4140,4509.9440,502.6430,1337.3750,6106.2880,A,90.7800
009063,20211231,2021,INDL,C,D,STD,AN,USD,2811.7000,8943.6000,2377.0000,20891.4000,62.6110,1847.9000,3059.8000,6566.6000,1373.0000,4639.9000,25844.0000,A,116.8500
009155,20210228,2020,INDL,C,D,STD,RAD,USD,3595.1740,9335.4040,615.1540,18990.8550,55.1430,1864.8900,2602.9460,8720.2500,-90.9090,-5337.1570,24043.2400,A,15.8300
009203,20210930,2021,INDL,C,D,STD,ROK,USD,3063.4000,10701.6000,2389.6000,3909.9000,116.0000,798.1000,2992.2000,8007.5000,1358.1000,6983.3000,6997.4000,A,348.8500
009216,20211231,2021,INDL,C,D,STD,ROG,USD,584.0650,1598.5660,1118.8950,538.5630,18.7300,133.3840,163.9490,479.6710,108.1330,936.5820,932.8860,A,273.0000
009225,20211231,2021,INDL,C,D,STD,ROL,USD,352.3800,1980.8700,1082.0480,1162.6170,491.9110,28.9260,491.1620,898.8220,350.6870,484.5080,2424.3000,A,34.2100
009248,20210131,2020,INDL,C,D,STD,ROST,USD,6692.4910,12717.8670,3290.6400,9335.3290,356.5030,1508.9820,3967.0330,9427.2270,85.3820,2185.8010,12531.5650,A,122.8100
009273,20210630,2021,INDL,C,D,STD,RGLD,USD,297.1350,2651.6050,2490.7680,99.6410,65.5510,17.6840,52.0830,148.1900,302.5320,286.2490,615.8560,A,105.2100
009299,20211231,2021,INDL,C,D,STD,R,USD,2460.6140,13834.3230,2797.9460,6199.2440,53.7890,68.6770,3200.8630,11036.3770,519.0410,1576.7160,9662.9530,A,82.4300
009317,20211231,2021,INDL,C,D,STD,SEIC,USD,1404.2290,2354.7020,1860.7630,1271.0210,138.4490,28.2670,355.7430,493.9390,546.5930,612.7710,1918.3090,A,60.9400
009324,20211231,2021,INDL,C,D,STD,SJW,USD,134.0850,3492.3950,1034.5190,373.4100,30.1810,,203.2710,2457.8760,60.4780,428.0970,573.6860,A,73.2000
009465,20211231,2021,INDL,C,D,STD,SLB,USD,12654.0000,41511.0000,15004.0000,17456.0000,1403.3820,3272.0000,10359.0000,26225.0000,1881.0000,4629.0000,22929.0000,A,29.9500
009466,20210531,2020,INDL,C,D,STD,SCHL,USD,1028.3000,2008.3000,1180.8000,666.5000,34.3640,269.7000,695.5000,826.0000,-11.0000,881.7000,1300.3000,A,25.0000
009538,20211231,2021,INDL,C,D,STD,SEB,USD,4047.0000,7503.0000,4416.0000,8233.0000,1.1610,1663.0000,1552.0000,3069.0000,570.0000,4415.0000,9229.0000,A,3935.0100
009551,20210331,2020,INDL,C,D,STD,APPS,USD,97.3850,260.3690,145.0120,175.8670,89.9500,0.0000,111.1490,,54.8840,-228.2370,313.5790,A,56.5600
009555,20211231,2021,INDL,C,D,STD,SEE,USD,2069.6000,6229.3000,248.7000,3705.3000,148.0990,725.7000,2007.3000,5980.6000,506.8000,1856.8000,5533.8000,A,67.4700
009599,20210131,2020,INDL,C,D,STD,SMTC,USD,474.7280,1082.1020,698.7430,207.9680,65.0980,87.4940,109.5730,383.1490,59.9030,663.0280,595.1170,A,72.0900
009611,20211231,2021,INDL,C,D,STD,SCI,USD,441.0600,15691.1780,1909.4450,2660.2210,163.1140,25.9350,728.2610,13781.7290,802.9390,767.2350,4143.1430,A,70.9900
009664,20211231,2021,INDL,C,D,STD,SHEN,USD,166.3670,890.7330,642.2750,101.8780,49.9650,0.0000,67.2900,248.4580,998.8310,592.9240,245.2390,A,25.5000
009667,20211231,2021,INDL,C,D,STD,SHW,USD,5053.7000,20666.7000,2437.2000,11138.8000,261.1440,1927.2000,5719.5000,18229.5000,1864.4000,1423.3000,19944.6000,A,352.1600
009771,20211231,2021,INDL,C,D,STD,AOS,USD,1752.6000,3474.4000,1832.2000,2150.1000,157.6530,447.7000,1118.8000,1642.2000,487.1000,2495.2000,3538.9000,A,85.8500
009778,20211231,2021,INDL,C,D,STD,SNA,USD,3053.4000,6759.7000,4181.9000,2114.1000,53.4300,803.8000,982.2000,2555.9000,820.5000,5356.0000,4601.7000,A,215.3800
009783,20211231,2021,INDL,C,D,STD,KEY,USD,,186346.0000,15523.0000,-122.0000,928.8500,2737.0000,,168923.0000,2625.0000,13967.0000,7561.0000,A,23.1300
009815,20211231,2021,INDL,C,D,STD,SON,USD,1658.6770,5073.2350,1837.4450,4289.4420,97.3700,562.1130,1525.7630,3223.6940,-85.4770,1710.5800,5590.4380,A,57.8900
009831,20211231,2021,INDL,C,D,STD,SJI,USD,638.9620,7308.6720,1989.1520,1522.0980,117.3400,60.7970,955.6820,5309.2310,88.0910,283.7040,1991.9960,A,26.1200
009846,20211231,2021,INDL,C,D,STD,EIX,USD,5491.0000,74745.0000,13911.0000,9692.0000,380.3780,420.0000,8609.0000,56956.0000,925.0000,7840.0000,14881.0000,A,68.2500
009849,20211231,2021,INDL,C,D,STD,AWR,USD,138.0520,1900.9830,685.9470,235.1980,36.9360,12.1630,155.5740,1215.0360,94.3470,427.5050,498.8530,A,103.4400
009850,20211231,2021,INDL,C,D,STD,SO,USD,8965.0000,127534.0000,27874.0000,14342.0000,1060.0000,2355.0000,10921.0000,94967.0000,2408.0000,10692.0000,23113.0000,A,68.5800
009882,20211231,2021,INDL,C,D,STD,LUV,USD,18036.0000,36320.0000,10414.0000,13363.0000,592.1200,537.0000,9164.0000,25906.0000,977.0000,16162.0000,15790.0000,A,42.8400
009890,20211231,2021,INDL,C,D,STD,SWX,USD,1614.7670,12765.2570,2953.8200,2907.3630,60.4220,,3112.0490,9614.7200,200.7790,1777.4550,3680.4510,A,70.0500
009904,20211231,2021,INDL,C,D,STD,SWN,USD,1413.0000,11848.0000,2547.0000,3403.0000,1114.3190,,3052.0000,9301.0000,-25.0000,-4413.0000,6667.0000,A,4.6600
009969,20211231,2021,INDL,C,D,STD,STAA,USD,271.4110,345.7780,258.5580,48.1930,47.7160,17.2740,48.8020,87.2200,24.5010,-115.4380,230.4720,A,91.3000
010000,20211231,2021,INDL,C,D,STD,SMP,USD,711.2050,1197.9610,601.5800,894.3180,22.0240,468.7550,476.3690,585.3340,90.8860,524.1500,1298.8160,A,52.3900
010008,20210630,2021,INDL,C,D,STD,SXI,USD,374.3660,962.2230,506.4250,383.9710,12.0440,91.8620,143.7090,455.7980,36.4730,736.3490,656.2320,A,110.6600
010016,20211231,2021,INDL,C,D,STD,SWK,USD,8526.4000,28180.0000,10970.2000,10032.1000,163.3290,5446.8000,8767.4000,16587.6000,1689.2000,6896.8000,15617.2000,A,188.6200
010035,20211231,2021,INDL,C,D,STD,STT,USD,,314624.0000,25387.0000,-30.0000,365.9830,0.0000,,287261.0000,2693.0000,24105.0000,12030.0000,A,93.0000
010056,20211231,2021,INDL,C,D,STD,SCL,USD,913.3680,2065.6120,1074.1930,1859.2800,22.4200,305.5380,500.4760,991.4190,137.8040,980.3140,2345.9660,A,124.2900
010086,20211231,2021,INDL,C,D,STD,STC,USD,,2813.3620,1282.0090,2830.4040,26.8930,0.0000,,1518.6270,323.2160,975.0530,3289.1040,A,79.7300
010096,20211231,2021,INDL,C,D,STD,PSA,USD,,17380.9080,5235.1770,1634.0260,175.1340,0.0000,,7957.3700,1953.2630,-604.0030,3660.2230,A,374.5600
010115,20211231,2021,INDL,C,D,STD,SYK,USD,10017.0000,34631.0000,14877.0000,5470.0000,377.5000,3314.0000,4549.0000,19754.0000,1994.0000,12949.0000,17108.0000,A,267.4200
010121,20211231,2021,INDL,C,D,STD,NAVI,USD,,80605.0000,2597.0000,920.5000,153.7430,0.0000,,77997.0000,717.0000,3806.0000,3463.0000,A,21.2200
010124,20211231,2021,INDL,C,D,STD,RGR,USD,328.7330,442.3430,363.6610,425.0270,17.5970,43.8500,77.1090,78.6820,155.8990,438.0980,732.7110,A,68.0200
010247,20210630,2021,INDL,C,D,STD,SYY,USD,10733.5670,21413.5390,1552.8960,41202.5940,511.8320,3695.2190,7319.8440,19826.0550,524.2090,9002.9420,51297.8430,A,78.5500
010390,20211231,2021,INDL,C,D,STD,TRC,USD,62.9720,546.0360,441.1490,41.4360,26.4010,5.7020,15.5950,89.5250,5.3480,83.0130,55.6130,A,19.0800
010405,20211231,2021,INDL,C,D,STD,ATI,USD,2306.7000,4285.2000,685.6000,2313.9000,127.2530,1046.3000,856.4000,3452.5000,-38.2000,-919.0000,2799.8000,A,15.9300
010407,20211231,2021,INDL,C,D,STD,TFX,USD,1429.1180,6871.7220,3754.7480,1001.0850,46.8600,477.6430,680.1190,3116.9740,485.3740,3170.9950,2809.5630,A,328.4800
010411,20211231,2021,INDL,C,D,STD,TDS,USD,2044.0000,13493.0000,4853.0000,2472.0000,115.0000,178.0000,1180.0000,6748.0000,156.0000,2817.0000,5329.0000,A,20.1500
010441,20211231,2021,INDL,C,D,STD,TNC,USD,526.8000,1061.7000,433.8000,598.9000,18.5350,160.6000,290.3000,626.6000,64.9000,372.7000,1090.8000,A,81.0400
010443,20211231,2021,INDL,C,D,STD,TEN,USD,5813.0000,11622.0000,85.0000,15621.0000,82.1200,1846.0000,4691.0000,11135.0000,35.0000,-3448.0000,18035.0000,A,11.3000
010453,20211231,2021,INDL,C,D,STD,TER,USD,2576.2270,3809.4250,2562.4440,1405.1520,162.2510,243.3300,805.1200,1245.4690,1014.5890,730.6180,3702.8810,A,163.5300
010499,20211231,2021,INDL,C,D,STD,TXN,USD,13685.0000,24676.0000,13333.0000,5156.0000,924.0000,1910.0000,2569.0000,11343.0000,7769.0000,45762.0000,18344.0000,A,188.4700
010519,20211231,2021,INDL,C,D,STD,TXT,USD,,15827.0000,6815.0000,9921.0000,216.9350,3468.0000,,9012.0000,746.0000,5081.0000,12382.0000,A,77.2000
010530,20211231,2021,INDL,C,D,STD,TMO,USD,20113.0000,95123.0000,40793.0000,18171.0000,394.4350,5051.0000,13436.0000,54146.0000,7725.0000,33102.0000,39211.0000,A,667.2400
010549,20210731,2021,INDL,C,D,STD,THO,USD,2803.5230,6654.0880,2921.8430,10327.1460,55.3660,1369.3840,1794.7850,3705.9820,659.8720,2815.0220,12317.3800,A,103.7700
010565,20211231,2021,INDL,C,D,STD,TDW,USD,342.6720,1095.7800,701.3030,264.0450,41.3080,12.6060,157.9420,394.0110,-128.9690,-675.2320,371.0330,A,10.7100
010567,20211231,2021,INDL,C,D,STD,SIX,USD,516.0350,2968.5900,-982.2000,762.3780,86.1630,51.0730,463.2390,3428.7230,129.9230,-2104.4380,1490.2050,A,42.5800
010581,20211231,2021,INDL,C,D,STD,TKR,USD,2213.5000,5170.7000,2294.9000,2856.4000,75.3750,1042.7000,896.6000,2793.0000,369.1000,1593.4000,4132.9000,A,69.2900
010609,20211231,2021,INDL,C,D,STD,TR,USD,268.3010,1018.6180,769.0420,353.9650,67.0410,55.5050,79.9680,249.8210,65.3260,14.5320,570.7760,A,36.2300
010618,20211031,2021,INDL,C,D,STD,TTC,USD,1489.1850,2936.1400,1151.1320,2521.7760,105.2060,738.1700,937.0190,1785.0080,409.8800,1045.9260,3959.5840,A,99.9100
010685,20210331,2020,INDL,C,D,STD,TRNS,USD,48.9280,132.1160,75.0780,119.6370,7.4580,11.6360,25.1420,57.0380,7.7910,52.0620,173.3350,A,34.6800
010735,20211231,2021,INDL,C,D,STD,TRN,USD,,8235.9000,1029.8000,895.8000,83.3000,432.9000,,6939.1000,182.0000,1029.6000,1516.0000,A,30.2000
010789,20211231,2021,INDL,C,D,STD,TYL,USD,964.3310,4732.1610,2324.0320,804.9920,41.3150,0.0000,829.5010,2408.1290,161.4580,1273.5680,1592.2870,A,537.9500
010793,20210930,2021,INDL,C,D,STD,TSN,USD,9822.0000,36309.0000,17723.0000,39907.0000,365.0000,4382.0000,6325.0000,18455.0000,3047.0000,17330.0000,47594.0000,A,87.1600
010795,20211231,2021,INDL,C,D,STD,UAL,USD,21834.0000,68175.0000,5029.0000,22345.0000,323.8110,983.0000,18304.0000,63146.0000,-1964.0000,-317.0000,24634.0000,A,43.7800
010801,20210930,2021,INDL,C,D,STD,UGI,USD,3270.0000,16723.0000,5309.0000,4493.0000,209.2160,469.0000,2297.0000,11192.0000,1467.0000,3941.0000,7447.0000,A,45.9100
010840,20210831,2021,INDL,C,D,STD,UNF,USD,1103.7920,2381.0650,1872.9520,1140.2900,18.8790,325.1220,254.6700,508.1130,151.1110,1781.8070,1826.2160,A,210.4000
010860,20211231,2021,INDL,C,D,STD,AEE,USD,1968.0000,35735.0000,9700.0000,3915.0000,257.7000,592.0000,2826.0000,25906.0000,990.0000,3195.0000,6394.0000,A,89.0100
010867,20211231,2021,INDL,C,D,STD,UNP,USD,3551.0000,63525.0000,14161.0000,10264.0000,638.8420,621.0000,5744.0000,49364.0000,6523.0000,54135.0000,21804.0000,A,251.9300
010894,20211231,2021,INDL,C,D,STD,UDR,USD,,10775.2200,3398.1090,1084.3770,318.1500,0.0000,,6001.4740,150.0160,-3489.3410,1371.4980,A,59.9900
010903,20211231,2021,INDL,C,D,STD,UNH,USD,61758.0000,212206.0000,71760.0000,217945.0000,941.0000,0.0000,78292.0000,135727.0000,17285.0000,71750.0000,287597.0000,A,502.1400
010916,20211231,2021,INDL,C,D,STD,UMBF,USD,,42693.4840,3145.4240,66.0010,48.4310,1.2770,,39548.0600,353.0180,2303.3120,1324.3970,A,106.1100
010917,20211231,2021,INDL,C,D,STD,UMH,USD,,1270.8200,279.8210,133.2610,51.6510,0.0000,,528.6800,51.0880,-25.3640,222.5790,A,27.3300
010920,20211231,2021,INDL,C,D,STD,UPS,USD,24934.0000,69405.0000,14253.0000,81119.0000,869.7000,717.0000,17569.0000,55136.0000,12890.0000,12901.0000,97287.0000,A,214.3400
010991,20211231,2021,INDL,C,D,STD,SGMS,USD,1732.0000,7883.0000,-2256.0000,609.0000,97.0000,98.0000,974.0000,9989.0000,371.0000,-3419.0000,2153.0000,A,66.8300
010999,20211231,2021,INDL,C,D,STD,UTL,USD,159.7000,1540.3000,448.3000,336.0000,15.9780,9.6000,173.5000,1091.8000,36.1000,116.2000,473.3000,A,45.9900
011012,20211231,2021,INDL,C,D,STD,SXT,USD,741.1530,1745.4930,938.4250,873.5520,41.8470,411.6350,232.3050,807.0680,118.7450,1456.0850,1380.2640,A,100.0600
011017,20210331,2020,INDL,C,D,STD,UVV,USD,1555.3580,2341.9240,1307.2990,1552.6210,24.5150,786.6180,293.1570,993.4990,87.4100,980.6260,1983.3570,A,48.6100
011032,20211231,2021,INDL,C,D,STD,UHS,USD,2263.5560,13093.5430,6089.6640,10731.4190,77.0910,206.8390,1984.1090,6895.3710,991.5900,6088.8930,12642.1170,A,129.6600
011051,20211231,2021,INDL,C,D,STD,UTMD,USD,73.1580,115.6360,107.1380,17.4660,3.6550,6.5960,3.7450,8.4980,14.7880,106.2600,49.0690,A,100.0000
011060,20210331,2020,INDL,C,D,STD,VFC,USD,4785.8700,13754.0290,3056.1640,3998.8290,391.9410,1061.8390,2210.4770,10697.8650,407.8690,-819.4660,9238.8300,A,85.4100
011065,20211231,2021,INDL,C,D,STD,VSEC,USD,463.9930,918.5580,417.3330,701.1260,12.7270,322.7020,179.9640,501.2250,7.9660,328.1820,750.8530,A,60.9400
011094,20211231,2021,INDL,C,D,STD,VMI,USD,1712.7630,3447.2490,1386.8470,2504.7320,21.2800,728.8340,765.8560,2033.6520,195.6300,2131.1800,3501.5750,A,250.5000
011124,20211231,2021,INDL,C,D,STD,VECO,USD,549.3870,898.9760,437.6280,327.2030,50.6530,170.8580,189.2040,461.3480,26.0380,-679.8000,583.2770,A,28.4700
011191,20211231,2021,INDL,C,D,STD,VSH,USD,2010.4980,3543.2570,1743.7530,2193.3270,144.8080,536.5000,693.6670,1796.5370,297.9700,381.4420,3240.4870,A,21.8700
011220,20211231,2021,INDL,C,D,STD,VNO,USD,,17266.5880,5053.8870,1209.6620,191.7240,0.0000,,10062.6670,175.9990,-3096.8540,1735.4050,A,41.8600
011228,20211231,2021,INDL,C,D,STD,VMC,USD,1696.6000,13682.6000,6545.0000,3705.1000,132.7000,521.3000,769.3000,7114.9000,670.8000,3595.8000,5552.2000,A,207.5800
011234,20210831,2021,INDL,C,D,STD,WDFC,USD,241.2190,430.2030,200.3820,218.8000,13.7090,55.7520,85.9360,229.8210,70.2290,404.7050,488.1090,A,244.6400
011259,20210131,2020,INDL,C,D,STD,WMT,USD,90067.0000,252496.0000,80925.0000,409163.0000,2821.0000,44949.0000,92645.0000,164965.0000,13510.0000,76997.0000,556933.0000,A,144.1500
011264,20210831,2021,INDL,C,D,STD,WBA,USD,15814.0000,81285.0000,23419.0000,102981.0000,865.3740,8158.0000,22054.0000,57144.0000,2542.0000,33012.0000,132509.0000,A,52.1600
011300,20211231,2021,INDL,C,D,STD,GHC,USD,1847.1740,7425.5250,4399.5830,2114.5210,4.9060,141.4710,1166.3380,2985.8840,352.0750,8098.1490,3185.9740,A,629.8300
011301,20211231,2021,INDL,C,D,STD,WRE,USD,,1875.9940,1316.7550,139.5710,86.2610,0.0000,,558.9320,16.3840,-381.5850,173.2600,A,25.8500
011304,20211231,2021,INDL,C,D,STD,AVA,USD,434.4730,6853.5830,2154.7440,978.5280,71.4980,84.7330,913.1060,4698.8390,147.3340,774.5920,1438.9360,A,42.4900
011343,20211231,2021,INDL,C,D,STD,WMK,USD,671.6580,1910.4750,1219.7420,3108.7100,26.8980,269.5870,345.1970,690.7330,108.8490,1360.6500,4224.4170,A,65.8800
011376,20211231,2021,INDL,C,D,STD,WST,USD,1742.0000,3313.8000,2335.4000,1531.6000,74.2000,378.4000,594.1000,978.4000,661.8000,2297.1000,2831.6000,A,469.0100
011399,20210630,2021,INDL,C,D,STD,WDC,USD,9757.0000,26132.0000,10721.0000,11292.0000,308.0000,3616.0000,4870.0000,15411.0000,821.0000,7342.0000,16922.0000,A,65.2100
011456,20211231,2021,INDL,C,D,STD,WY,USD,3135.0000,17652.0000,10767.0000,5626.0000,747.3010,520.0000,954.0000,6885.0000,2607.0000,1652.0000,10201.0000,A,41.1800
011465,20211231,2021,INDL,C,D,STD,WHR,USD,9695.0000,20285.0000,4846.0000,17129.0000,59.0000,2717.0000,8510.0000,15272.0000,1783.0000,7813.0000,21985.0000,A,234.6600
011506,20211231,2021,INDL,C,D,STD,WMB,USD,4549.0000,47612.0000,11388.0000,5580.0000,1215.0000,379.0000,4972.0000,33511.0000,1517.0000,-13270.0000,10627.0000,A,26.0400
011511,20210131,2020,INDL,C,D,STD,WSM,USD,2467.0800,4661.4240,1651.1850,3946.8870,76.3400,1006.2990,1848.0000,3010.2390,680.7140,1012.6450,6783.1890,A,101.8400
011537,20210831,2021,INDL,C,D,STD,WGO,USD,1058.9130,2062.5670,1056.9430,2961.2830,33.0630,341.4730,407.2760,1005.6240,281.8710,1172.5050,3629.8470,A,74.9200
011550,20211231,2021,INDL,C,D,STD,WEC,USD,2656.7000,38988.5000,10913.2000,5526.8000,315.4350,635.8000,3753.0000,27875.2000,1301.5000,6771.9000,8316.0000,A,97.0700
011554,20211231,2021,INDL,C,D,STD,LNT,USD,1069.0000,18553.0000,5990.0000,2217.0000,250.4750,246.0000,2054.0000,12563.0000,674.0000,3250.0000,3669.0000,A,61.4700
011566,20211231,2021,INDL,C,D,STD,WWW,USD,903.7000,2586.4000,629.6000,1316.6000,82.0280,365.5000,759.6000,1942.0000,68.6000,1029.3000,2414.9000,A,28.8100
011580,20210930,2021,INDL,C,D,STD,WWD,USD,1464.7230,4091.0040,2214.7810,1565.2500,63.0910,419.9710,366.2570,1876.2230,208.6490,2534.8940,2245.8320,A,109.4600
011584,20210131,2020,INDL,C,D,STD,FL,USD,2835.0000,7043.0000,2771.0000,5365.0000,103.6930,923.0000,1644.0000,4267.0000,323.0000,1995.0000,7548.0000,A,40.4400
011600,20210531,2020,INDL,C,D,STD,WOR,USD,1967.9920,3373.2450,1398.1930,2445.3150,51.3300,564.7540,787.9010,1821.5500,723.7950,1115.4030,3171.4290,A,51.3400
011636,20211231,2021,INDL,C,D,STD,XRX,USD,4701.0000,13223.0000,4436.0000,4272.0000,159.3940,696.0000,2829.0000,8556.0000,-455.0000,2643.0000,7038.0000,A,22.6400
011657,20211231,2021,INDL,C,D,STD,YORW,USD,11.2620,458.8530,152.6220,13.1100,13.1130,1.9170,20.0860,306.2310,16.9840,64.3920,55.1190,A,49.7800
011672,20210131,2020,INDL,C,D,STD,TJX,USD,15739.3370,30813.5550,5832.6840,23341.0570,1204.6980,4337.3890,10803.6680,24980.8710,90.4700,4367.4710,32136.9620,A,68.2900
011687,20211231,2021,INDL,C,D,STD,ZION,USD,,93200.0000,7023.0000,-217.0000,151.6250,91.0000,,85737.0000,1129.0000,5095.0000,2970.0000,A,63.1600
011721,20210930,2021,INDL,C,D,STD,OSK,USD,4417.9000,6891.6000,3247.8000,6424.3000,68.0120,1267.4000,2151.7000,3643.8000,472.7000,2998.3000,7737.3000,A,112.7100
011729,20211231,2021,INDL,C,D,STD,WTM,USD,,7000.7000,3548.1000,715.2000,3.0180,0.0000,,3296.0000,-275.6000,2959.2000,888.6000,A,1013.9000
011745,20211231,2021,INDL,C,D,STD,QLYS,USD,546.3980,814.5590,436.7140,53.7220,39.1120,0.0000,304.2800,377.8450,70.9600,-40.6480,411.1720,A,137.2200
011756,20211231,2021,INDL,C,D,STD,ALEX,USD,,1879.8000,1066.6000,254.1000,72.5000,30.7000,,806.3000,35.4000,-743.9000,398.2000,A,25.0900
011770,20211231,2021,INDL,C,D,STD,SF,USD,,34049.7150,4349.9590,3597.2550,104.4990,1364.7190,,29014.7560,824.8580,2761.9260,4783.0860,A,70.4200
011796,20211231,2021,INDL,C,D,STD,LCII,USD,1566.8850,3288.0940,1092.8750,3373.9240,25.2730,1095.9070,627.2160,2195.2190,287.7390,930.2940,4472.6970,A,155.8700
011811,20210630,2021,INDL,C,D,STD,JKHY,USD,543.7370,2336.1560,1319.2920,887.6510,74.0020,0.0000,520.8600,1016.8640,311.4690,2412.4960,1758.2250,A,166.9900
011842,20211231,2021,INDL,C,D,STD,ASB,USD,,35104.2530,3831.6580,-15.6770,149.3430,166.2570,,31079.4000,350.9940,2662.2840,1127.5150,A,22.5900
011854,20211231,2021,INDL,C,D,STD,NMIH,USD,,2450.5810,1565.7860,142.0560,85.7930,0.0000,,884.7950,231.1300,609.6260,485.0720,A,21.8500
011861,20211231,2021,INDL,C,D,STD,VLY,USD,,43446.4430,4874.3750,156.9580,421.4370,141.7750,,38362.3770,473.8400,865.7130,1489.2390,A,13.7500
012081,20211231,2021,INDL,C,D,STD,LAND,USD,,1351.5500,586.8060,34.7480,34.2100,0.0000,,762.4840,3.4950,-81.5030,77.6750,A,33.7600
012123,20210131,2020,INDL,C,D,STD,BIG,USD,1585.7890,4037.2570,1277.7310,3701.8000,35.5350,940.2940,1000.6240,2759.5260,629.1910,3351.0020,6199.1860,A,42.9300
012124,20211231,2021,INDL,C,D,STD,MS,USD,,1188140.0000,97691.0000,35824.0000,1772.2270,481195.0000,,1081542.0000,15034.0000,86330.0000,61121.0000,A,98.1600
012138,20211231,2021,INDL,C,D,STD,TROW,USD,,12509.0000,9022.7000,3725.2000,229.1750,1665.0000,,2255.3000,3082.9000,8057.1000,7671.9000,A,196.6400
012140,20211231,2021,INDL,C,D,STD,NNN,USD,,7751.0540,3901.6620,255.5620,175.6360,0.0000,,3849.3910,290.1130,-762.8090,701.6780,A,48.0700
012141,20210630,2021,INDL,C,D,STD,MSFT,USD,184406.0000,333779.0000,141988.0000,41332.0000,7519.0000,2636.0000,88657.0000,191791.0000,61271.0000,58877.0000,168088.0000,A,336.3200
012142,20210531,2020,INDL,C,D,STD,ORCL,USD,55567.0000,131107.0000,5238.0000,6318.0000,2814.0000,142.0000,24164.0000,125155.0000,13746.0000,-21295.0000,40479.0000,A,64.6900
012151,20210630,2021,INDL,C,D,STD,COTY,USD,1783.1000,13691.4000,2860.7000,1519.3000,766.0000,650.8000,2415.4000,9508.8000,-201.3000,-6077.5000,4629.9000,A,10.5000
012181,20211231,2021,INDL,C,D,STD,RGEN,USD,931.6770,2358.3540,1750.0670,259.1410,55.3210,184.4940,375.2620,608.2870,128.2910,177.1740,670.5340,A,264.8400
012262,20211231,2021,INDL,C,D,STD,ASTE,USD,641.7000,911.3000,654.3000,815.3000,22.7670,303.0000,225.3000,256.5000,17.8000,520.4000,1097.2000,A,69.2700
012266,20211231,2021,INDL,C,D,STD,WERN,USD,631.2130,2603.7130,1327.5500,2212.3080,65.7900,11.1400,268.6830,1240.2160,259.0520,1646.5000,2734.3720,A,47.6600
012379,20210430,2020,INDL,C,D,STD,AMWD,USD,392.0800,1636.5140,742.8960,1329.3390,16.8010,140.2820,220.4470,893.6180,58.7630,380.3720,1744.0140,A,93.8500
012389,20211231,2021,INDL,C,D,STD,HOG,USD,4550.0910,11051.0550,2553.2440,3078.5020,153.5690,712.9420,3342.8870,8497.8110,650.0240,1601.5020,5336.3080,A,37.6900
012392,20211231,2021,INDL,C,D,STD,SKYW,USD,1068.5930,7125.9470,2267.5140,2079.5710,50.3800,104.0930,1194.6210,4858.4330,111.9100,2163.9160,2713.4910,A,39.3000
012395,20211031,2021,INDL,C,D,STD,TOL,USD,,11537.8500,5295.0240,6875.5900,120.1170,8163.0950,,6197.3950,833.6270,4970.9480,8935.9670,A,72.3900
